recipe_name,prep_time,cook_time,total_time,servings,yield,rating,url,img_src,total_fat (g),sat_fat (g),cholesterol (mg),sodium (mg),total_carbohydrate (g),dietary_fiber (g),total_sugars (g),protein (g),vitamin_c (mg),calcium (mg),iron (mg),potassium (mg)
Persimmon Pie,15 mins,40 mins,2 hrs 25 mins,8,1 to 9 - inch pie,3.6,https://www.allrecipes.com/recipe/12536/persimmon-pie/,https://www.allrecipes.com/thmb/17jsonLZq2ZkpWK7xkjjN4hKNzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4584954-eb4ac30f5cfc413080f745386e7a6109.jpg,19.0,8.0,77.0,253.0,36,1.0,13.0,5.0,20.0,83.0,2.0,203
Old-Fashioned Persimmon Pudding,25 mins,1 hrs,1 hrs 55 mins,12,1 9x13-inch dish,4.7,https://www.allrecipes.com/recipe/218656/old-fashioned-persimmon-pudding/,https://www.allrecipes.com/thmb/hiHbZBmSgS8FnXwnsVMDS5ZRyG0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3028031-ce1aeaf8735a40fd9be1cbef0f7cc081.jpg,8.0,5.0,65.0,324.0,85,2.0,37.0,8.0,32.0,115.0,4.0,301
Persimmon Cake,20 mins,1 hrs 5 mins,1 hrs 35 mins,16,1 9x13-inch cake,4.3,https://www.allrecipes.com/recipe/163497/persimmon-cake/,https://www.allrecipes.com/thmb/dmQBhU6OaOmtk-EheUoFox34pe0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/535910-a97b7b9f15d9445f9c11ead41d6bc74e.jpg,1.0,0.0,25.0,249.0,51,1.0,,4.0,19.0,41.0,2.0,145
Soft Persimmon Cookies,15 mins,15 mins,30 mins,36,3 dozen,4.6,https://www.allrecipes.com/recipe/11113/persimmon-cookies-ii/,https://www.allrecipes.com/thmb/RdTROIiUFKIXjGi_N1SCRKatY4U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4393191-4a25b11320f649b5a35304fcb47dc927.jpg,5.0,2.0,12.0,88.0,12,1.0,6.0,1.0,1.0,7.0,1.0,30
Spiced Persimmon Butter,40 mins,10 hrs,10 hrs 40 mins,64,4 half-pint jars,4.8,https://www.allrecipes.com/recipe/213759/spiced-persimmon-butter/,https://www.allrecipes.com/thmb/7nirq5-PuGtIpU2gIFBhzbQCs4o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1679953-adb847cafc1143a188ee5077d12635b9.jpg,,,,0.0,4,0.0,1.0,0.0,6.0,3.0,0.0,25
Old-Fashioned Persimmon Cookies,,,,48,4 to 5 dozen,4.7,https://www.allrecipes.com/recipe/9518/persimmon-cookies/,https://www.allrecipes.com/thmb/ibV6bq39JB0TPmVJn2bBSR3nC_o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1562932-a35689c463874d3c83dab992f06e80f2.jpg,4.0,1.0,4.0,45.0,13,1.0,6.0,1.0,3.0,10.0,1.0,56
Persimmon Muffins,15 mins,19 mins,34 mins,12,12 muffins,4.2,https://www.allrecipes.com/recipe/260654/persimmon-muffins/,https://www.allrecipes.com/thmb/kUc6bo1RHDuYDCNd1U7fZ-EaoAg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4579584-8d0cf9cdafdb49479d6022ae3ea1dbd8.jpg,13.0,1.0,16.0,244.0,29,1.0,6.0,4.0,13.0,48.0,2.0,122
Persimmon Bars,10 mins,20 mins,30 mins,12,12 servings,4.6,https://www.allrecipes.com/recipe/25222/persimmon-bars/,https://www.allrecipes.com/thmb/OSWa3PAOygu_GKF8ldCOovrM7r4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4572193-410b63a8d56a4e898993f947516505e8.jpg,16.0,2.0,16.0,307.0,55,2.0,27.0,4.0,14.0,26.0,2.0,176
Persimmon Oatmeal Cookies,15 mins,10 mins,25 mins,24,2 dozen cookies,4.7,https://www.allrecipes.com/recipe/235252/persimmon-oatmeal-cookies/,https://www.allrecipes.com/thmb/JeslG2l9VDY-d8FtqLQ_SiLjAv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1662384-925446d404c048dfbb847b271681181e.jpg,8.0,5.0,27.0,221.0,25,1.0,9.0,2.0,7.0,18.0,1.0,78
Banana and Persimmon Cinnamon Muffins,20 mins,20 mins,40 mins,6,6 muffins,4.8,https://www.allrecipes.com/recipe/239997/banana-and-persimmon-cinnamon-muffins/,https://www.allrecipes.com/thmb/hJpgUtFhTWbu8nyFti-vBwzIkPM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1637160-de85b06d237b4e309f6123fcd8bf6756.jpg,13.0,11.0,31.0,328.0,62,2.0,33.0,5.0,6.0,81.0,2.0,170
Persimmon Cheesecake,25 mins,1 hrs 22 mins,5 hrs 47 mins,12,1 cheesecake,3.8,https://www.allrecipes.com/recipe/157884/persimmon-cheesecake/,https://www.allrecipes.com/thmb/1K0HmSwvzFnrsZMVqdHfmyq4Cgo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1663649-389a50998ab447fda3a9deff9f4ceb41.jpg,44.0,21.0,179.0,244.0,49,2.0,31.0,12.0,26.0,136.0,3.0,362
Spinach and Persimmon Salad with Goat Cheese and Pomegranate,20 mins,,20 mins,2,2 servings,5.0,https://www.allrecipes.com/recipe/277227/spinach-and-persimmon-salad-with-goat-cheese-and-pomegranate/,https://www.allrecipes.com/thmb/ahECQDp6WjHSd4QKB-0RFUSV1_s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7247725-7c1573284faa4aa98da9e056505b92ce.jpg,24.0,8.0,22.0,295.0,12,2.0,4.0,9.0,29.0,147.0,2.0,443
Butternut Squash Soup with Persimmon,15 mins,40 mins,55 mins,6,6 servings,5.0,https://www.allrecipes.com/recipe/261408/butternut-squash-soup-with-persimmon/,https://www.allrecipes.com/thmb/7POmkH0d-ybXYnJgzO4n4ONlEZY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4579320-13608da7bfb945edad0ee66b62e861f3.jpg,5.0,1.0,4.0,817.0,26,4.0,6.0,3.0,41.0,89.0,2.0,659
Persimmon Chocolate Chip Cookies,20 mins,10 mins,45 mins,33,33 cookies,4.6,https://www.allrecipes.com/recipe/245566/persimmon-chocolate-chip-cookies/,https://www.allrecipes.com/thmb/jNM7dwY0xBu0wGj5RqcfbtAcn5E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2923247-7713674228d042b0806bebaeb3fc808f.jpg,10.0,6.0,20.0,152.0,24,1.0,13.0,2.0,2.0,9.0,1.0,70
Pavlova with Winter Fruits,30 mins,1 hrs,2 hrs 30 mins,3,3 pavlovas,5.0,https://www.allrecipes.com/recipe/269274/pavlova-with-winter-fruits/,https://www.allrecipes.com/thmb/VYFNwxZnUrmuhK2CL21ue7WFB_Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6007485-f9b711c631e6434ab3ea8f05388e5e36.jpg,49.0,32.0,382.0,227.0,133,7.0,111.0,13.0,140.0,187.0,3.0,592
Gingered Apple-Persimmon Compote,10 mins,10 mins,20 mins,4,4 servings,5.0,https://www.allrecipes.com/recipe/235253/gingered-apple-persimmon-compote/,https://www.allrecipes.com/thmb/Dh5_8nav65wHup2MjJdWfxlx6QQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2787357-876ea0dfe0b142fcb1210204d7089006.jpg,0.0,,,2.0,18,2.0,6.0,0.0,22.0,25.0,1.0,138
Persimmon Upside Down Cake,25 mins,35 mins,1 hrs 10 mins,8,1 9-inch cake,4.3,https://www.allrecipes.com/recipe/215811/persimmon-upside-down-cake/,https://www.allrecipes.com/thmb/kjlaUKlnW8GnrpRImu7Q2wdBczA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5964836-55f2d9920a104beeac3212cc23990b38.jpg,21.0,9.0,31.0,484.0,81,3.0,32.0,5.0,47.0,110.0,4.0,301
Nonnie's Persimmon Pudding,30 mins,1 hrs,2 hrs,12,12 servings,4.7,https://www.allrecipes.com/recipe/95191/nonnies-persimmon-pudding/,https://www.allrecipes.com/thmb/upz1ZgPYBgXgnVkJ8zfMZAwNWvQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/145170-f679ee1dcbfc427e927964a18ad3109f.jpg,7.0,4.0,49.0,209.0,67,1.0,45.0,4.0,26.0,76.0,2.0,200
Freezer Persimmon Jam,10 mins,30 mins,40 mins,48,6 cups,3.6,https://www.allrecipes.com/recipe/24747/freezer-persimmon-jam/,https://www.allrecipes.com/thmb/P45KoKnbgWV0Hgxj8qqjWeJCNDA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/751336-858ada7efb354daf973a78eb292f8824.jpg,0.0,,,0.0,21,0.0,13.0,0.0,17.0,7.0,1.0,78
Fuyu Persimmon and Burrata Caprese Salad,10 mins,,10 mins,2,2 servings,5.0,https://www.allrecipes.com/recipe/277069/fuyu-persimmon-and-burrata-caprese-salad/,https://www.allrecipes.com/thmb/Ls5QKwTwj80p5ag9J5eEOKy5l4k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7239203-aeddaeda9ff14cc5a27782dc6db0b34d.jpg,16.0,9.0,40.0,140.0,6,0.0,,8.0,9.0,8.0,1.0,49
Cranberry Persimmon Bread,10 mins,1 hrs,1 hrs 20 mins,20,2 loaves,4.0,https://www.allrecipes.com/recipe/261513/cranberry-persimmon-bread/,https://www.allrecipes.com/thmb/Z126LLjrcpaMYcB5n4K2P3V2Vow=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7129360-0819bc0f95504568a75f3c1536a8e890.jpg,9.0,2.0,37.0,261.0,36,1.0,15.0,3.0,13.0,28.0,2.0,117
Gram's Persimmon Pudding,10 mins,1 hrs,1 hrs 10 mins,4,4 servings,4.3,https://www.allrecipes.com/recipe/95568/grams-persimmon-pudding/,https://www.allrecipes.com/thmb/zLqBbe6KNWtJ79R0A7_ufAP53Wo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7537981-c4ae18e00e3e4b36a6dd2c45c8c61a30.jpg,8.0,4.0,67.0,1008.0,115,2.0,71.0,8.0,40.0,139.0,3.0,378
Granny Franny's Persimmon Curry Chili,10 mins,55 mins,1 hrs 5 mins,10,10 servings,4.0,https://www.allrecipes.com/recipe/255376/granny-frannys-persimmon-curry-chili/,https://www.allrecipes.com/thmb/6r7Ek_6PtUPdhAvyVLi66j4cbE8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4254658-cb783f04953542279a77f39a4b03b0bb.jpg,11.0,4.0,36.0,1224.0,30,10.0,3.0,18.0,12.0,96.0,6.0,643
Roasted Persimmon-Burrata Focaccia,10 mins,40 mins,50 mins,2,2 servings,5.0,https://www.allrecipes.com/recipe/269164/roasted-persimmon-burrata-focaccia/,https://www.allrecipes.com/thmb/YY9YGFUcF4945PXRrfwGYTh2y4E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5964553-e9f778e6294842b1864159e9e319d4c8.jpg,31.0,12.0,45.0,2067.0,118,6.0,2.0,29.0,8.0,183.0,7.0,294
Persimmon Cookies IV,15 mins,15 mins,1 hrs 30 mins,36,3 dozen,4.3,https://www.allrecipes.com/recipe/84158/persimmon-cookies-iv/,https://www.allrecipes.com/thmb/UF2Y-oSgNq3OV5_j_q4RJKDBM48=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4886398-af65defa69614394b04cfdae1312fb8c.jpg,6.0,3.0,24.0,111.0,26,1.0,11.0,2.0,9.0,9.0,1.0,62
Persimmon Bread III,20 mins,50 mins,1 hrs 10 mins,24,2 loaves,4.4,https://www.allrecipes.com/recipe/67111/persimmon-bread-iii/,https://www.allrecipes.com/thmb/3OmdbyocFPgzFCHbqqXsNE0c8aU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1056755-9b6f0f7648c54731bb6283bd0b41bcc3.jpg,6.0,1.0,17.0,168.0,37,1.0,17.0,3.0,13.0,20.0,2.0,98
Persimmon Raisin Yeast Bread,5 mins,3 mins,8 mins,12,1 to 1 1/2 - pound loaf,3.5,https://www.allrecipes.com/recipe/24271/persimmon-raisin-yeast-bread/,https://www.allrecipes.com/thmb/YzY_V3k7882xyX1mDhS71FQSxC8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7218628-62fd85428cea4a96a183347747cbe284.jpg,3.0,1.0,5.0,307.0,31,2.0,1.0,5.0,7.0,15.0,2.0,137
Deep Dish Persimmon Pie,20 mins,45 mins,2 hrs 5 mins,8,1 8-inch deep dish pie,3.8,https://www.allrecipes.com/recipe/212695/deep-dish-persimmon-pie/,https://www.allrecipes.com/thmb/DqplQf6pu0SV-xwCX7lx8H1szgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4581168-2768c3ac69434e0ea8602b01e57227c7.jpg,7.0,4.0,15.0,125.0,74,3.0,9.0,2.0,116.0,66.0,5.0,573
Persimmon Raisin Cookies,20 mins,12 mins,32 mins,60,60 cookies,4.7,https://www.allrecipes.com/recipe/146401/persimmon-raisin-cookies/,https://www.allrecipes.com/thmb/fJZC22vqUoKC1LeMWb40p_DiiMg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2914947-e9139ecc853c46d78526b5632fa142e9.jpg,6.0,1.0,6.0,84.0,23,1.0,7.0,2.0,6.0,13.0,1.0,118
Harriet Davis's Indiana Persimmon Pudding,15 mins,25 mins,40 mins,12,1 9x13-inch baking pan,4.5,https://www.allrecipes.com/recipe/255797/harriet-daviss-indiana-persimmon-pudding/,https://www.allrecipes.com/thmb/PTXe8xgnWe7o2Ygyx4lOM6OKrv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4356754-84dd9787622a4fe2bc2f7953a1164519.jpg,7.0,4.0,49.0,243.0,60,1.0,35.0,4.0,26.0,81.0,2.0,202
Persimmon Pudding Pie,15 mins,1 hrs,1 hrs 15 mins,8,8 servings,4.8,https://www.allrecipes.com/recipe/235254/persimmon-pudding-pie/,https://www.allrecipes.com/thmb/EXdP8t-MBW3MYLJO-aDTCzdDLcA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7210489-8c4da743f2f448d6956abbbac14dd1ed.jpg,6.0,3.0,79.0,452.0,96,2.0,52.0,7.0,39.0,112.0,3.0,302
Christmas Cranberry-Persimmon Loaf,20 mins,1 hrs 15 mins,2 hrs 5 mins,12,1 9x5-inch loaf,4.8,https://www.allrecipes.com/recipe/276892/christmas-cranberry-persimmon-loaf/,https://www.allrecipes.com/thmb/49N0gqfzQ5lhqj-ImdtYaOJs2j4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7519453-1d94772288f14e1e991d30f9a2e92d76.jpg,14.0,2.0,31.0,218.0,34,2.0,17.0,4.0,6.0,31.0,1.0,97
Paleo Persimmon Pie,30 mins,,30 mins,8,8 slices,5.0,https://www.allrecipes.com/recipe/228719/paleo-persimmon-pie/,https://www.allrecipes.com/thmb/pjIE-wIHBsekrfdpIJdeniUVLis=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1569009-268177fbb6c3446bb32fbf9c3f1bfd76.jpg,31.0,3.0,,1.0,36,7.0,22.0,5.0,13.0,46.0,2.0,371
"Persimmon, Pomegranate, and Massaged Kale Salad",25 mins,5 mins,30 mins,4,4 servings,4.0,https://www.allrecipes.com/recipe/245726/persimmon-pomegranate-and-massaged-kale-salad/,https://www.allrecipes.com/thmb/G36EFdILMmVoeMBBJolfY9GBM7k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3036705-7fcae46ca36f4d25a2034f53fcba3982.jpg,18.0,3.0,,429.0,41,6.0,13.0,9.0,285.0,332.0,5.0,1185
Auntie's Persimmon Cookies,30 mins,14 mins,2 hrs 14 mins,36,36 cookies,4.5,https://www.allrecipes.com/recipe/261480/aunties-persimmon-cookies/,https://www.allrecipes.com/thmb/7V43Lh6pP6o69SEoIr2mlf6pF_I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2914931-b91bf2bad5df489387520809ce99277f.jpg,8.0,3.0,14.0,105.0,27,1.0,17.0,2.0,7.0,28.0,1.0,96
Persimmon Cookies III,20 mins,12 mins,32 mins,72,6 dozen,4.2,https://www.allrecipes.com/recipe/26210/persimmon-cookies-iii/,https://www.allrecipes.com/thmb/v6BHqHRALQI2dWP5qPG2Ka219zI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/27691-1039e9915ed04ef88a07b4c3b8c43d9e.jpg,2.0,0.0,3.0,29.0,6,0.0,3.0,0.0,2.0,4.0,0.0,20
Sandra's Persimmon Pudding,,,,4,4 servings,4.2,https://www.allrecipes.com/recipe/13665/sandras-persimmon-pudding/,https://www.allrecipes.com/thmb/6_A_AWOndDqg8exYkNACIPi4HXA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2959146-cfb5964c2d97489880d40bfd7025cf54.jpg,15.0,9.0,83.0,478.0,110,2.0,66.0,8.0,39.0,191.0,3.0,353
Spicy Persimmon Chutney,15 mins,35 mins,50 mins,32,4 cups,3.8,https://www.allrecipes.com/recipe/9210/spicy-persimmon-chutney/,https://www.allrecipes.com/thmb/Uv6g86q2mA-u7F9gN_bxd6dRPJ0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1095384-66511b9584c84e8db36def18006983a6.jpg,0.0,,,2.0,11,1.0,8.0,0.0,8.0,7.0,0.0,75
Sweet Persimmon Fireside Cookies,,,,16,16 bars,3.5,https://www.allrecipes.com/recipe/11479/sweet-persimmon-fireside-cookies/,https://www.allrecipes.com/thmb/Ew3mm_nbNBRRT-AuSncg-_p7Z4M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4109737-22ad673619a64b43a5feefc50ed6a21f.jpg,6.0,4.0,27.0,81.0,31,1.0,14.0,3.0,3.0,9.0,1.0,40
Banana Chocolate Chip Bread,15 mins,1 hrs 10 mins,1 hrs 35 mins,10,1 9x5-inch loaf,4.8,https://www.allrecipes.com/recipe/230482/banana-chocolate-chip-bread/,https://www.allrecipes.com/thmb/pAg6CSU9hiqZSK-GQs4D4OqRoS4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4516795-2000-3f64bc4313a54d489a48ecf3fb007882.jpg,16.0,9.0,62.0,490.0,58,3.0,34.0,5.0,3.0,50.0,2.0,235
Joy's Easy Banana Bread,15 mins,1 hrs,1 hrs 15 mins,10,1 9x5-inch loaf,4.8,https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/,https://www.allrecipes.com/thmb/j7X-zgn5hOCJDqi21G0PHjZtPyQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/241707-joys-easy-banana-bread-mfs-287-a6d07a3519d74ba0b420fa5cbcef4909.jpg,5.0,3.0,31.0,399.0,42,1.0,24.0,3.0,3.0,9.0,1.0,155
Banana Muffins,10 mins,25 mins,35 mins,12,12 muffins,4.8,https://www.allrecipes.com/recipe/42719/banana-muffins-ii/,https://www.allrecipes.com/thmb/20_0F0-0D8-GPFXQmzT28-He2O4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/42719-banana-muffins-dianne-1x1-1-793fa50915f646dca14efff860760200.jpg,6.0,3.0,29.0,275.0,32,1.0,17.0,3.0,3.0,25.0,1.0,146
Peanut Butter Banana Smoothie,5 mins,,5 mins,4,4 servings,4.6,https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,https://www.allrecipes.com/thmb/Cb7TBQWwLHnWVmM2a69i4bJDh44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/221261-Peanut-Butter-Banana-Smoothie-mfs-087-0ba0134f414c4741a1713fb35b619f7e.jpg,19.0,5.0,10.0,203.0,34,4.0,25.0,13.0,5.0,164.0,1.0,610
Janet's Rich Banana Bread,10 mins,1 hrs,1 hrs 20 mins,10,1 9x5-inch loaf,4.8,https://www.allrecipes.com/recipe/17066/janets-rich-banana-bread/,https://www.allrecipes.com/thmb/xSzZXZa-O4S6fE4BdpzTIO8aHTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/171761-32f2d2cf9fb64f0c839fa15b69672b0e.jpg,16.0,8.0,30.0,295.0,36,1.0,,3.0,0.0,25.0,1.0,66
Bananas Foster,5 mins,15 mins,20 mins,4,,4.8,https://www.allrecipes.com/recipe/24705/bananas-foster-ii/,https://www.allrecipes.com/thmb/TEWm8mn7zGVC_RFzme9bEntRbf0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1099911-075863dd3fa3418bb6d7fb5ed92cc9e3.jpg,24.0,12.0,60.0,146.0,73,3.0,61.0,5.0,8.0,133.0,1.0,537
Banana Cream Pie,15 mins,25 mins,1 hrs 40 mins,8,1 9-inch pie,4.4,https://www.allrecipes.com/recipe/12151/banana-cream-pie-i/,https://www.allrecipes.com/thmb/NwBpkbb07s3Gg1Vwkd32rIXObVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3355919-banana-cream-pie-ReneePaj-1x1-1-7d2a3fe5bdde4e82a9eb21c2f2560a2e.jpg,11.0,5.0,89.0,224.0,47,2.0,30.0,5.0,5.0,88.0,1.0,335
Banana Oat Muffins,15 mins,20 mins,35 mins,12,12 muffins,4.5,https://www.allrecipes.com/recipe/6714/banana-oat-muffins/,https://www.allrecipes.com/thmb/ha78TqtiSBUzRFZn4FdH-WEXa-4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2193539_original-83a1c8821eac429992c15019e4febede.jpg,8.0,1.0,17.0,296.0,30,2.0,12.0,4.0,2.0,72.0,1.0,137
Extreme Banana Nut Bread 'EBNB',15 mins,1 hrs,1 hrs 50 mins,24,2 9x5-inch loaves,4.7,https://www.allrecipes.com/recipe/67937/extreme-banana-nut-bread-ebnb/,https://www.allrecipes.com/thmb/xIlCSStiKSHavN8i-N0yM5JgIDw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8002026-extreme-banana-nut-bread-ebnb-Josie-Rivera-Abdo-1x1-1-9583f881cc4a49c693494977f97022af.jpg,12.0,6.0,51.0,268.0,30,1.0,19.0,3.0,2.0,14.0,1.0,114
Ultimate Banana Muffins,15 mins,20 mins,35 mins,12,12 muffins,4.9,https://www.allrecipes.com/recipe/257206/ultimate-banana-muffins/,https://www.allrecipes.com/thmb/aMkYCpCXVPYGidG6VMCN8QspCcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4479074-2c76713874dd47df9ba1726e9c39bc02.jpg,7.0,4.0,29.0,286.0,31,2.0,15.0,3.0,3.0,37.0,1.0,146
Banana Crumb Muffins,15 mins,20 mins,35 mins,10,10 muffins,4.8,https://www.allrecipes.com/recipe/17652/banana-crumb-muffins/,https://www.allrecipes.com/thmb/lDxZD2j8Iak8JxA9lguRQBdQ9gw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/428420-a3ee2761fbb44708ae192f04a3589400.jpg,8.0,5.0,38.0,353.0,46,2.0,27.0,3.0,3.0,43.0,1.0,168
Banana Cake,30 mins,1 hrs,2 hrs 15 mins,18,1 9x13-inch cake,4.8,https://www.allrecipes.com/recipe/8333/banana-cake-vi/,https://www.allrecipes.com/thmb/HD83yqf3Yywm-0QNexrWNdMDWLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/848894-6fbcd8a46aaf4db593e8fb78d368dec7.jpg,18.0,11.0,79.0,299.0,69,1.0,50.0,5.0,2.0,47.0,1.0,153
Chocolate Banana Peanut Butter Protein Shake,10 mins,,10 mins,1,,4.8,https://www.allrecipes.com/recipe/244959/chocolate-banana-peanut-butter-protein-shake/,https://www.allrecipes.com/thmb/o_l87oGIqY71mamvxApxRV8-47I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3618581-b0054e8d05ca4231a3e11626e381d82c.jpg,23.0,7.0,60.0,341.0,67,6.0,46.0,31.0,11.0,313.0,1.0,1041
Fruit and Yogurt Smoothie,5 mins,,5 mins,2,,4.7,https://www.allrecipes.com/recipe/215189/fruit-and-yogurt-smoothie/,https://www.allrecipes.com/thmb/nXTnAdimMBtkQieZhloU45cM1V0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/441727-fruit-and-yogurt-smoothie-Alberta-Rose-4x3-1-aa04390dac11483aaeeec142dff1f6c7.jpg,1.0,1.0,4.0,45.0,31,3.0,22.0,5.0,56.0,132.0,1.0,519
Banana Pudding,30 mins,,3 hrs 30 mins,12,1 (9x13-inch) dish,4.8,https://www.allrecipes.com/recipe/21398/banana-pudding-iv/,https://www.allrecipes.com/thmb/SIk29GwU_8MkL0uv01TNrYfrX9s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9140524-6a756f53e75a4933a42ca2079ca17b68.jpg,15.0,10.0,33.0,334.0,55,1.0,37.0,7.0,4.0,191.0,1.0,397
Strawberry Oatmeal Breakfast Smoothie,5 mins,,5 mins,2,,4.4,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,https://www.allrecipes.com/thmb/DlPnojTRGNBSBrlP6xliPzdFspI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/409456-strawberry-oatmeal-breakfast-smoothie-Alberta-Rose-1x1-1-6b6d3d2dc43d49a9ac521cffc963fabb.jpg,4.0,1.0,,63.0,21,3.0,,7.0,,41.0,2.0,217
A-Number-1 Banana Cake,30 mins,30 mins,1 hrs,12,2 8-inch round layers,4.7,https://www.allrecipes.com/recipe/7754/a-number-1-banana-cake/,https://www.allrecipes.com/thmb/kU5_wRjlF_5Ozm_9EUnnEN6o7IY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9293326-a-number-1-banana-cake-Charice-Lecointe-1x1-1-49bc9e4417a14a7ea5ff5f45e6671878.jpg,12.0,6.0,52.0,324.0,56,2.0,31.0,6.0,4.0,41.0,2.0,237
Banana Sour Cream Bread,10 mins,1 hrs,1 hrs 10 mins,32,4 7x3-inch loaves,4.8,https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/,https://www.allrecipes.com/thmb/3m8b7xHsXy_xguNbqIyMyWIjkZc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087773-d591b4857c5c4131b521e28507a48d74.jpg,10.0,5.0,35.0,200.0,40,1.0,23.0,4.0,2.0,30.0,1.0,144
The Best Banana Bread,15 mins,1 hrs,1 hrs 15 mins,15,1 9x5-inch loaf,4.6,https://www.allrecipes.com/recipe/16952/the-best-banana-bread/,https://www.allrecipes.com/thmb/v0epISNRlsWblEVU1iZHO9f_Pm8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1769978-4cef92ab451d4d6f933c355281f0f4b2.jpg,7.0,1.0,25.0,175.0,31,1.0,16.0,3.0,2.0,9.0,1.0,111
Spinach and Banana Power Smoothie,10 mins,,10 mins,1,,4.8,https://www.allrecipes.com/recipe/241019/spinach-and-banana-power-smoothie/,https://www.allrecipes.com/thmb/7fxIkXzDquL8VytxAU0wlEf-OuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548861-9766946c2ba1471ca2c8cc51afe1c18b.jpg,5.0,1.0,,143.0,47,6.0,26.0,10.0,18.0,90.0,3.0,899
Basic Fruit Smoothie,10 mins,,10 mins,4,,4.4,https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg,1.0,0.0,,16.0,29,4.0,20.0,2.0,129.0,36.0,1.0,443
